"Pilot Name","First Name","Rank","Victories","Jagdgeschwader","Remarks","Awards","References"
"ADOLPH","Walter","Hptm."," 25","J/88, JG 1, JG 27, JG 26","KIA on 18.Sep.41 in Luftkampf. 1 in Spain, 79 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.81; Caldwell; Ring/Girbig, JG 27; Ries, Legion Condor"
"Baumgarten","Erwin","Ltn.","  6","JG 27","Stfhr. KIA on 30.Mar.45 in Luftkampf.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Bock","Eberhard","Hptm."," 28","JG 3, JG 1, JG104, JG 27","Stkp. KIA on 28.May.44 in Luftkampf.","DK","O.K.L. Fighter Claims, Prien/Bock; Prien/Rodeike, JG 1 & 11; Prien/Rodeike/Stemmer, II./JG 27"
"Bellinghausen","Theodor","Hptm.","  8","NJG 100",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Bellstedt","Albrecht","Oblt."," 11","KG 40, ZG 1, JG 2","KIA in Luftkampf on 21.Oct.44.","DK","O.K.L. Fighter Claims; Goss, Bloody Biscay"
"Bauer","Martin","Hptm."," 13","NJG 1, NJG 6",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Bauer","Alfons","Uffz.","  5","JG 51","MIA on 8.Aug.41 due to Flak.",,"Prien/Bock; Aders/Held, JG 51"
"Thörl","Friedrich","Oblt.","  6","NJG 4",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Brendel","Martin","Ltn.","  5+","JG 2","Stfhr. KIA on 25.Jun.44 in Luftkampf with P-38s.",,"O.K.L. Fighter Claims"
"Bauhuber","Helmut","Uffz."," 13","JG 51","KIA on 12.Jul.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Bauer","Josef","Fw.","  9","J/88, JG 3","MIA on 9.Sep.40 after Luftkampf. 3 in Spain.",,"O.K.L. Fighter Claims; Prien/Bock; Ries, Legion Condor"
"Baumgartner","Wilhelm","Ofw."," 34","JG 77","KIA on 11.Apr.43 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III, p.1517"
"Amend","Hermann","Uffz.","  9","JG 5","KIA on 5.Aug.44.",,"O.K.L. Fighter Claims; Girbig, JG 5"
"Blessin","Friedrich","Ofw."," 10","JG 52",,,"O.K.L. Fighter Claims"
"Braun","Gottlieb","Ofw.","  5","ZG 26","KIA on 14.Oct.43 in Luftkampf.  All Viermots.",,"O.K.L. Fighter Claims"
"Barth","Heinz-August","Uffz.","  5","JG 53","MIA on 12.Jul.43 after Luftkampf with Spitfires.",,"O.K.L. Fighter Claims; Prien, JG 53"
"BRETSCHNEIDER","Klaus","Oblt."," 34","JG 300","Stkp. KIA on 24.Dec.44 in Luftkampf. 14 at night, 17 Viermots day.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p 94"
"BÖWING-TREUDING","Wolfgang","Oblt."," 46","JG 51","MIA on 11.Jan.43. 15 Il-2s","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.91; Aders/Held, JG 51"
"Beck","Kurt","Uffz."," 10","JG 26","KIA on 25.May.44. (Only 1 listed claim!!)",,"Caldwell"
"BRANDT","Paul","Ltn."," 30","JG 54","KIC on 24.Dec.44.","RK","O.K.L. Fighter Claims; Obermaier p.93; Scutts, JG 54"
"Bremer","Peter","Fw."," 40","JG 54","POW on 13.Jul.43.","DK","O.K.L. Fighter Claims; Scutts, JG 54"
"Amhausend","Kaspar","Uffz.","  5","JG 2","KIA on 15.Sep.40 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"AHNERT","Heinrich-Wilhelm","Ofw."," 57","JG 52","KIA on 23.Aug.42 in Luftkampf with Pe-2.","RK","O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52, IV, p.83; Obermaier p.81"
"Achleitner","Franz","Ltn.","  5","JG 3","POW on 24.Aug.40.",,"O.K.L. Fighter Claims; Prien/Bock"
"BOERNGEN","Ernst","Major"," 38","JG 27","Kdr. WIA on 19.May.44. 16 Viermots, 450+ ff","RK","Prien/Rodeike/Stemmer, III. & IV./JG 27; Obermaier p.90; Prien/Rodeike/Stemmer, Stab & I./JG 27; Ring/Girbig, JG 27"
"Bonow","Kurt","Hptm.","  8","NJG 5, NJG 100",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Braasch","Kurt","FhjFw."," 13","JG 53","MIA on 2.Apr.44 after Luftkampf with B-24s.",,"O.K.L. Fighter Claims; Prien/Bock"
"Beck","Albin","Oblt.","  6","JG 3","Injured on 10.Oct.44.",,"O.K.L. Fighter Claims; Prien, IV./JG 3, p.353"
"Brandl","Josef","Fw.","  7","JG 27","MIA on 9.May.43.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Bauer","Johann","Ofw.","  8","JG 3",,,"O.K.L. Fighter Claims"
"Bahnsen","Jens","Fw."," 18","JG 53","KIA on 19.Aug.43 in Luftkampf with B-17.","EP","O.K.L. Fighter Claims; Prien, JG 53, II, p. 1054"
"BRETNÜTZ","Heinz","Hptm."," 34","JG 53","Kdr. WIA on 22.Jun.41. DOW 27.Jun. 2 in Spain, 244 ff.","RK","Prien/Bock; O.K.L. Fighter Claims; Obermaier p.94"
"BROCH","Hugo","Ltn."," 81","JG 54","18 Il-2s, 324 ff","RK","Obermaier p.94; FB"
"Berger","Friedrich","Oblt.","  7","NJG 3, NJGr. 10","KIA on 26.Jul.44, cause unknown.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Becker","Karl-Heinz","Fw.","  7","NJG 11","5 Mosquitos",,"LW NF Claims 39-45"
"Beck","Hans-Joachim","Oblt.","  7","NJG 101",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"BRÄNDLE","Kurt","Major","180","JG 53, JG 3","KIA on 3.Nov.43 in Luftkampf. 700+ ff","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier p 52"
"Wurzer","Heinrich","Hptm."," 26","JG 302","WIA on 8.Jul.44 in Luftkampf. DOW?","DK","O.K.L. Fighter Claims; Reschke, JG 301/302, p.248"
"Ziegenfuß","Kurt","Fw.","  6","JG 51, JG 1","KIA on 22.Apr.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Wunderlich","Horst","Ltn."," 10","JG 51","MIA on 30.Nov.42.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Bergmeier",,"Uffz."," 11","JG 52",,,"Monatserfolgsbericht Mai 1943 (from 11.6.1943), Bundesarchiv Koblenz"
"Wurm","Heinz","Oblt."," 12","Seeaufkl.Gr. 128, ZG 1","KIA on 16.Sep.43 in Luftkampf.",,"O.K.L. Fighter Claims; Goss, Bloody Biscay"
"Zoufahl","Franz-Josef","Uffz."," 28","JG 51","KIA on 24.Jul.44.","DK","O.K.L. Fighter Claims; Aders/Held, JG 51"
"BENDERT","Karl-Heinz","Oblt."," 55","JG 27, JGr.104","10 Viermots, 610 ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.86; Ring/Girbig, JG 27"
"Benz","Siegfried","Ltn.","  6","JG 26","KIA on 24.Dec.44 in Luftkampf with Tempest.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Zimmer","Herbert","Ltn."," 21","JG 3","WIA on 16.Mar.44 in Luftkampf. DOW 20.Mar.",,"O.K.L. Fighter Claims; Prien, III./JG 3, p.459, 501"
"WÜRFEL","Otto","Ofw."," 79","JG 52, JG 51","POW on 23.Feb.44. Died on 22.Dec.44.","RK","Obermaier p.227; Fast, JG 52; Aders/Held, JG 51"
"WURMHELLER","Josef","Hptm.","102","JG 53, JG 2","KIA on 22.Jun.44. 18-20 Viermots, 300+ ff","S","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.38"
"Zacher","Hans","Fw.","  7","JG 51","KIA on 17.Oct.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Wunder","Oskar","Ofw."," 14","JG 52","MIA on 24.Jun.42 after Luftkampf with 6-10 LaGG-3s.",,"O.K.L. Fighter Claims; Prien/Bock; Fast, JG 52, IV, p.67"
"Yung","Fritz","FhjOfw."," 11","JG 301","WIA on 24.Apr.44.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Reschke, JG 301/302, p.59, 248"
"Bergmann","Karl","Ltn."," 11","JG 3","WIA on 11.Jul.41 in Luftkampf with bombers.",,"Prien/Bock"
"Zuzic","Herwig","Oblt."," 14","JG 77, JG 1","KIA on 19.Aug.43.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, I, p.607, 636"
"Zick","Siegfried","Ltn."," 31","JG 1, JG 11","WIA on 18.Jul.44. 17 Viermots","DK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeicke, JG 1 & 11, II, p. 1210, III, p.1236"
"Bertram","Günther","Oblt."," 35","KG 4, NJschwarm LW-Kdo Ost, NJG 100",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Zirngibl","Joseph","Ofw.","  9","JG 26","KIA on 21.Jun.44.",,"O.K.L. Fighter Claims; Prien/Bock; Caldwell; Priller, JG 26"
"ZWEIGART","Eugen-Ludwig","Oblt."," 69","JG 54","KIA on 8.Jun.44. 10~ Viermots","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.228"
"ZWERNEMANN","Josef","Oblt.","126","JG 52, JG 77, JG 11","KIA on 8.Apr.44 after Luftkampf with P-51. 600~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, II, p.1170; Obermaier p.55"
"BERGMANN","Helmut","Hptm."," 35","NJG 4","MIA on 7.Aug.44. 135 ff","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.87"
"BENNEMANN","Helmut","Oberstltn."," 93","JG 52, JG 53","400+ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III, p.1156; Obermaier p.87"
"Below","Friedrich","Oblt.","  9","JG 53","KIFA on 24.May.42.",,"Prien/Bock; Prien, JG 53, II, p. 611"
"WOLFRUM","Walter","Oblt.","137","JG 52","Stkp. 16 Il-2s, 424 ff.","RK","O.K.L. Fighter Claims; Fast, JG 52, IV p. 92; Obermaier"
"Bethke","Siegfried","Hptm."," 12","JG 2",,,"O.K.L. Fighter Claims; Prien/Bock"
"Berger","Hans","Ltn.","  8","JG 1","Stfhr.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, III, p.1654"
"Wünsch","Karl","Ltn."," 23","JG 27","MIA on 21.Nov.44.","DK","O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Zibler","Emil","Fw."," 36","JG 3","MIA on 5.Jul.43 after Luftkampf with Pe-2s.","DK","O.K.L. Fighter Claims; Prien, III./JG 3, p.456, 498"
"Zemper","Ulrich","Fw.","  6","JG 53","KIA on 28.Jul.44 in Luftkampf with P-51.",,"O.K.L. Fighter Claims; Prien, JG 53, III, p. 1189"
"Bergmann","Götz","Ltn."," 16~","JG 51","KIA on 20.Jul.44.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Ziehm","Helmut","Fw."," 20~","JG 51","KIA on 9.Apr.45.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Zechlin","Ernst","Hptm."," 10","NJG 2, NJG 5",,,"O.K.L. Fighter Claims; LW NF Claims 39-45; Rökker, I./NJG 2, p.141"
"Berthel","Hans","Ltn.","  6","JG 52","POW on 15.Sep.40.",,"O.K.L. Fighter Claims; Prien/Bock"
"Berger","Horst","Oblt."," 30~","JG 5","Stkp. MIA on 8.May.44.",,"O.K.L. Fighter Claims; Girbig, JG 5"
"Ziegler","Rudolf","Oblt.","  6","JG 76, JG 54","POW on 30.Aug.40.",,"O.K.L. Fighter Claims; Prien/Bock"
"Zimmermann","Hans-Jörg","Oblt.","  6","JG 52","KIFA on 1.Sep.41.",,"O.K.L. Fighter Claims; Prien/Bock"
"Würtz","Wilhelm","Fw.","  6","JG 54, JG 26",,,"O.K.L. Fighter Claims; Caldwell"
"ZORNER","Paul","Major"," 59","NJG 2, NJG 3, NJG 5, NJG 100","272 ff, 110 as Nachtjäger (prev. KGr.z.b.V. 104)","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.69"
"Benkendorf",,"Ltn."," 12","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, Stab und I./JG 3, p.560"
"Ziemann","Kurt","Ofw.","  6","SG 4",,,"O.K.L. Fighter Claims"
"Zehart","Othmar","Oblt.","  6","Sturmst.1, JG 3, JG 4","MIA 27.Sep.44.",,"O.K.L. Fighter Claims; Prien, IV./JG 3; Mombeek, JG 4"
"Bernhardt","Max","Uffz."," 15","JG 51","KIA on 10.Aug.43 in Luftkampf.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Zilken","Helmut","Oblt."," 12","JG 54","KIA on 16.Mar.42.",,"O.K.L. Fighter Claims; Prien/Bock"
"Zschäbitz","Gerhard","Fw."," 11+","JG 52",,,"O.K.L. Fighter Claims; Fast, JG 52, IV"
"WOSNITZA","Alois","Ofw.","  2","SG 77, SG 10","104 pz, 1217 ff","RK","Obermaier, II, p.212"
"Wunschelmeyer","Karl","Oblt."," 16","JG 54, JG 26","KIA on 24.Feb.44.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Beth","Arthur","Fw."," 16","JG 5","POW on 3.Jan.44.",,"O.K.L. Fighter Claims; Girbig, JG 5"
"BERTRAM","Otto","Major"," 22","J/88, JG 2","9 in Spain, 100~ ff","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.88; Ries, Legion Condor"
"BERRES","Heinz-Edgar","Oblt."," 52","I(J)/LG 2, JG 77","MIA on 25.Jul.43 after Luftkampf with 50 Spitfires.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, III, p.1671; Obermaier p.88"
"Zilling","Günther","Ofhr.","  6","JG 54","MIA on 2.Aug.44 due to ground fire during Tiefangriff.",,"O.K.L. Fighter Claims; Frappé, La LW face au débarquement allié, p.246, 305"
"Berger","Ludwig","Uffz."," 16","JG 77","POW on 12.May.42 after Luftkampf. Died in POW camp 3.Jan.43.",,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 77, II, p.1005."
"Bertram","Karl-Friedrich","Hptm."," 10","JG 3","Gr.Adj. WIA on 4.Jul.42 in Luftkampf.",,"O.K.L. Fighter Claims"
"ZELLOT","Walter","Ltn."," 85","JG 53","Stkp. KIA on 10.Sep.42 by Flak. 296 ff","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, II, p. 569; Obermaier p.228"
"Bender","Jakob","Oblt.","  6","ZG 76, NJG 1, NJG 101",,,"O.K.L. Fighter Claims; LW NF Claims 39-45; Shores, Fledgling Eagles"
"BELSER","Helmut","Oblt."," 36","JG 53","Stkp. KIFA on 19.Jun.42.","RK","O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, II, p. 611; Obermaier p. 86"
"Zeis","Alfred","Ltn.","  5","JG 53","POW on 5.Oct.40.",,"O.K.L. Fighter Claims; Prien/Bock"
"Bertram","Günther","Uffz.","  8","JG 54",,"-","O.K.L. Fighter Claims"
"Bergmann","Georg","Ofw."," 10","JG 77","POW on 7.Jul.41 after collision in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Zink","Dieter","Ltn."," 12","JG 3","Stfhr. POW on 11.Jul.44 due to Flak.",,"O.K.L. Fighter Claims"
"Beutelspacher","Ernst","Oblt.","  5","Schl.G. 1, SG 2","KIA in 7.44.",,"O.K.L. Fighter Claims; Buchner, Stormbirds, p.79"
"Wübke","Waldemar","Hptm."," 15","JG 54, JV 44",,"DK","O.K.L. Fighter Claims; Prien/Bock; Scutts, JG 54"
"Zirkenbach","Igor","Ltn.","  7","JG 27","KIA on 8.Aug.40 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27"
"Zander","Friedrich","Ofw."," 37","JG 54, JG 1","KIA on 26.Dec.44 in Luftkampf.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11, III, p.1637; Scutts, JG 54"
"Zwittnig","Ludwig","Oblt.","  6","JG 3",,,"O.K.L. Fighter Claims; Prien, I./JG 3"
"Willinger","Franz","Oblt."," 10","JG 2, JG 51, EkdoRechlin","KIC on 5.Feb.43.",,"O.K.L. Fighter Claims; Prien/Bock; Aders/Held, JG 51"
"Wiegand","Günther","Ltn."," 32","JG 26","7 Viermots","DK","O.K.L. Fighter Claims; Flugbuch; Priller, JG 26; Caldwell"
"Wiegand","Werner","Fw.","  7","JG 1","KIA on 29.Mar.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II, p.1169, 1204"
"Wilke","Karl-Heinz","Ltn.","  9","NAGr. 4",,,"O.K.L. Fighter Claims"
"Zimmermann","Claus","Ltn.","  7","JG 52","Died on 29.Jul.42 of yellow fever.",,"Prien/Bock; Fast, JG 52, IV"
"Wöhrle","Heinrich","Uffz."," 10~","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, II, p. 569"
"ZWESKEN","Rudi","Ofw."," 45~","JG 52, JG 300",,"RK","O.K.L. Fighter Claims; Obermaier p.228"
"Wirtgen","Rudolf","Ltn."," 14","JG 2","Stfhr. MIA on 6.Oct.44 after Luftkampf with 8 Spitfires.",,"O.K.L. Fighter Claims; Ring, JG 2 loss list"
"WINTERFELDT","Alexander von","Oberstltn."," 13","JG 2, JG 77, JG 52","KIC 16.May 1942.  4 in WW-1, 170 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier, p.225"
"WOLF","Albin","Oblt.","144","JG 1, JG 54","Stkp. KIA 2.Apr.44. Maybe 176.","EL","O.K.L. Fighter Claims; Obermaier, p.65"
"Wolff","Lothar","Oblt."," 10","KG40, ZG 1, JG 4",,,"O.K.L. Fighter Claims; Goss, Bloody Biscay; Mombeek, JG 4"
"Witzel","Hans-Karl","Ltn."," 14","JG 27, JG 26","KIA on 17.Sep.41 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock; Priller, JG 26; Ring/Girbig, JG 27; Caldwell"
"Wichmann","Helmut","Fw.","  5","JG 3",,,"O.K.L. Fighter Claims"
"Wickop","Dietrich","Hptm."," 13","JG 2, JG 1","Grfhr. KIA on 16.May.43 in Luftkampf with P-47.",,"O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11, I, p.600, 633"
"Ziller","Horst","Ofw.","  8","JG 27",,,"Ring/Girbig, JG 27"
"Wöffen","Antonius","Ltn.","  5","JG 27","Stfhr. POW on 11.Mar.45 after Luftkampf.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, II./JG 27"
"Zeddies","Karl","Fw.","  7","JG 51","KIA on 26.Mar.43, probably by enemy fighters.",,"O.K.L. Fighter Claims; Aders/Held, JG 51"
"Wimmers","Oskar","Ltn."," 15","JG 11",,,"Prien/Rodeike, JG 1 & 11, III"
"WILCKE","Wolf-Dietrich","Oberst","162","JG 53, JG 3","KIA on 23.Mar.44 in Luftkampf with P-51s. 4 Viermots, 732 ff.","S","O.K.L. Fighter Claims; Prien/Bock; Prien/Stemmer, Stab und I./JG 3, p.502, 509; Obermaier p.33"
"Wielebinski","Paul","Fw.","  6","JG 3","KIA on 25.Jun.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, III./JG 3, p.463"
"Wittbold","Günther","Fhr.","  5","JG 4",,,"O.K.L. Fighter Claims; Mombeek, JG 4"
"Wolter","Robert","Uffz."," 32","JG 77","MIA on 2.Oct.42 after mid-air collision.","DK","O.K.L. Fighter Claims; Prien, JG 77, II, p.1186."
"Wolter","Horst","Ltn."," 11","JG 54, 14./JG 77","KIA on 9.Aug.41 due to Flak.",,"Prien/Bock"
"Wintergerst","Eugen","Ltn."," 22","JG 77, JG 1","Stkp. KIA on 4.Sep.43 in Luftkampf.",,"Prien/Bock; Prien & Rodeike, JG 1 & 11"
"Wienhusen","Franz","Hptm."," 12","JG 77, JG 5, JG 4","Kdr. KIA on 3.Dec.44 by Flak.",,"O.K.L. Fighter Claims; Prien/Bock; Girbig, JG 5; Bf 109F, G & K/Prien, p.159"
"WIESE","Johannes","Major","133","JG 52, JG 77","WIA on 24.Dec.44. Another 75 unc., 50+ Il-2s, 480+ ff.","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier, p.62"
"Wiesmahr","Gustav","Ltn."," 20","JG 52","KIFA on 5.Oct.43.",,"O.K.L. Fighter Claims; Fast, JG 52, IV, p.112"
"Wigge","Winfried","Uffz.","  5~","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, III, p.1322"
"Wiggers","Ernst","Hptm."," 13","JG 51","Stkp. KIA on 11.Sep.40 in Luftkampf.",,"Prien/Bock; Aders/Held, JG 51"
"Wilke","Hermann","Fw.","  6","JG 27","Injured 19.Mar.45 take-off accident.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"Wille","Gerhard","Fw."," 13+","JG 51","MIA on 10.Feb.42.",,"Prien/Bock; Aders/Held, JG 51"
"Wieland","Edmund","Fw.","  7","JG 27","WIA on 26.Jul.44.",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27, p.462, 470; Ring/Girbig, JG 27"
"WILLIUS","Karl","Ltn."," 50","JG 51, JG 26","KIA on 8.Apr.44 in Luftkampf. 11 Viermots, 371 ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.224; Aders/Held, JG 51; Priller, JG 26"
"Widowitz","Wulf-Dietrich","Oblt."," 36","JG 5","Stkp. Killed on 28.Jul.43.","DK","O.K.L. Fighter Claims; Prien/Bock; Girbig, JG 5"
"Winkler","Max","Oblt."," 21","JG 27","Stkp. 6 Viermots","DK","O.K.L. Fighter Claims; Ring/Girbig, JG 27; Prien/Rodeike/Stemmer, Stab & I./JG 27"
"WICK","Helmut","Major"," 56","JG 2","Kom. MIA on 28.Nov.40. 168 ff","EL","O.K.L. Fighter Claims; Prien/Bock; Obermaier, p.45"
"WISCHNEWSKI","Hermann","Ofhr."," 28","Kdo.Herr., JG 300","Ex-Transport pilot. 16 at night, 5 Viermots, 500+ ff - most w/Trans.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.225"
"Witt","Hermann","Uffz.","  9","JG 53","KIA on 6.Jul.43 in Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 53, II, p.928"
"Zink","Fülbert","Hptm."," 36","JG 26","Stkp. MIA on 14.Mar.43.","DK","O.K.L. Fighter Claims; Prien/Bock; Prien/Priller, JG 26"
"Wirth","Otto","Fw."," 12","JG 3","KIFA on 8.Oct.43 after Luftkampf with P-47s.",,"O.K.L. Fighter Claims; Prien/Bock"
"Willenbrink","Egbert","Uffz.","  7","JG 53",,,"O.K.L. Fighter Claims; Prien/Bock; Prien, JG 53, III"
"WOIDICH","Franz","Oblt.","110","JG 27, JG 52, JG 400","1 in Me163, 1000~ ff","RK","O.K.L. Fighter Claims; Obermaier, p.226; Ring/Girbig, JG 27"
"Ziemer","Heinz","Fw."," 17","JG 11","WIA on 24.Mar.45 in Luftkampf with Yak-9.",,"Prien & Rodeike, JG 1 & 11, III, p.1647"
"Winkler","Ernst","Ofw."," 15","JG 3, JG 1","KIA on 17.Jun.43 in Luftkampf with Spitfires.",,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, I, p.601, 634"
"WÖHNERT","Ulrich","Ltn."," 86","JG 54","May have over 100.","RK","O.K.L. Fighter Claims; Obermaier, p.225"
"WOLF","Hermann","Ltn."," 57","JG 52, JG 11, EJG2, JG 7","586 ff","RK","O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II, p.1214; Obermaier, p.227; Boehme, JG 7"
"Wiegand","Heinrich-Friedrich","Fw.","  9~","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5"
"Wojnar","Harald","Uffz.","  6+","JG 52, JG 3",,,"Fast, JG 52, IV, p.123; Prien/Stemmer, II./JG 3, p.455"
"Worlitzsch","Joachim","Ltn."," 15","JG 53",,,"O.K.L. Fighter Claims; Prien, JG 53, III, p. 1188"
"Wulff","Hermann","Ofw.","  5+","JG 51","KIA on 10.Sep.44.",,"Prien/Bock; Aders/Held, JG 51"
"Wick","Karl","Ofw."," 18","JG 54, JG 11",,,"O.K.L. Fighter Claims; Prien/Bock; Prien/Rodeike, JG 1 & 11, II, p.833"
"Woitke","Erich","Hptm."," 29","JG 3, JG 52, JG 77, JG 27, JG 1","KIA on 24.Dec.44 in Luftkampf with Spitfire. 4 in Spain.",,"O.K.L. Fighter Claims; Prien/Bock; Prien & Rodeike, JG 1 & 11; Ries, Legion Condor"
"Weyl","Gerhard","Oblt.","  8","JG 5, JG 108",,,"O.K.L. Fighter Claims"
"Wickert","Bruno","Fw.","  5","JG 52",,,"Prien/Bock"
"Willers",,"Uffz.","  8","JG 51",,,"O.K.L. Fighter Claims"
"Wilsky","Bernhard","Uffz.","  7","JG 52","MIA on 15.Nov.41.",,"Prien/Bock"
"Zeller","Joachim","FhjFw.","  6","JG 26, JG 7",,,"O.K.L. Fighter Claims; Priller, JG 26; Boehme, JG 7; Foreman/Harvey, Me262 Combat Diary"
"Woltersdorf","Helmut","Oblt."," 24","NJG 1","KIFA on 2.Jun.42. 8 as Zerstorer.","DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"Wilberg","Heinz","Ltn.","  6","ZG 2, NJG 1, NJG 4","KIFA on 10.May.44. 1 as Zerstorer.",,"O.K.L. Fighter Claims; Prien/Bock; LW NF Claims 39-45"
"Widmaier","Viktor","Flg.","  8","JG 11","WIA on 10.Feb.44.",,"O.K.L. Fighter Claims; Prien/Rodeike, JG 1 & 11, II, p.718, 1161, 1201"
"WOHLERS","Heinrich","Major"," 29","NJG 1, NJG 4, NJG 6","Kom. KIFA on 15.Mar.44.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p226"
"ZIMMERMANN","Oskar","Ltn."," 34","JG 51, JG 3","14 Viermot, 580+ ff","RK","O.K.L. Fighter Claims; Obermaier; Aders/Held, JG 51"
"Willmann",,"Ofw."," 10","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, Stab und I./JG 3, p.561"
"Woeste","Achim","Ltn."," 11","NJG 3, L.Beo.St.","KIA on 27.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Wiest","Heinz","Ltn.","  6","JG 51","KIFA 5.Jun.41.",,"Prien/Bock; Aders/Held, JG 51"
"Wiesinger","Wilhelm","Oblt."," 10","JG 27","KIA on 23.Jun.41.",,"O.K.L. Fighter Claims; Prien/Bock; Ring/Girbig, JG 27"
"Wollmann","David","Ltn."," 15","JG 5",,,"O.K.L. Fighter Claims; Girbig, JG 5 p.202"
"Witzleb",,"Oblt.","  7","NJG 3, NJG 1",,,"Obermaier p.228; LW NF Claims 39-45"
"Wüst","Josef","Uffz."," 17+","JG 3, JG 52",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3, p.454; Fast, JG 52"
"Ziegenhagen","Helmut","Oblt."," 15","JG 54, JG 11",,,"Prien/Rodeike, JG 1 & 11, III"
"Wiegand","Kurt","Fw.","  7","JG 300",,,"O.K.L. Fighter Claims"
